lng,lat,value
113.8033279311193,34.78463027788598,52.93
113.71712619770663,34.77202761184605,4.0
113.68638449400257,34.79566047318838,4.0
113.99748061066865,34.72079375122768,31.98
113.75187982305455,34.695870661450364,78.64
113.68185382500539,34.76890447737519,3.0
113.66726871121124,34.86857145191393,4.0
113.6666057699756,34.75592245132336,19.14
113.66729870301457,34.868000890750395,4.0
113.7112564421433,34.74222934134479,14.0
113.74418573267043,34.73321410060001,4.0
113.54261052700369,34.825944471482565,143.51
113.81228313751238,34.393138397606194,4.0
114.01137059083986,34.725740496801876,88.86
113.6864245849463,34.79587076636961,4.0
113.68630437109898,34.795800467095795,10.0
113.63759620761235,34.684386055457146,4.0
113.68639452701711,34.79581064751643,10.0
113.64670935218855,34.70456797803065,4.0
113.64082119796346,34.697652816671216,4.0
113.61054712457282,34.73268996139736,50.78
113.65340889858093,34.80001396633263,4.0
113.69424768107427,34.60539533200288,44.85
113.77057183950234,34.77489507979062,23.82
113.644986882358,34.79879932840867,4.0
113.63791656865672,34.68455662938722,4.0
113.64471655675402,34.79903917483078,4.0
113.57343785273673,34.74677314037455,154.12
113.81627395141415,34.7966913412839,4.0
113.69601105196368,34.8012640103833,53.31
113.6818651493263,34.781337160927194,31.06
113.63762623861447,34.68437608495494,4.0
113.61412946711651,34.75541383008891,492.93
113.61409946467495,34.75541381661472,5.77
113.74312578581848,34.73319356282552,4.03
113.54275004994463,34.82585403089999,8.0
113.60970722452426,34.732729763199686,6.06
113.54275003302068,34.825693861664654,101.22
113.80474430003285,34.78486834159552,4.0
113.80471437784972,34.784868388167325,4.0
113.7697237977118,34.78305384599104,70.51
113.8991526693219,34.78004337568799,4.0
113.66730807066193,34.861824238217096,27.21
113.51748247983532,34.82251011055733,278.64
113.64359590947925,34.71050899673547,153.68
113.64662922034273,34.704337635815996,152.33
113.61420947696138,34.75544389628213,3.0
113.69366580971617,34.596486850491814,81.51
113.71028981898455,34.69063813652149,11.12
113.84532958193266,34.52985683745127,9.0
113.72036595139946,34.73980957472233,15.79
113.60797082236158,34.764360851532466,91.39
113.84527971758617,34.529736839804926,92.38
113.7631917618966,34.408999647831074,455.24
113.53682178016503,34.744145321468075,31.59
113.64470465938749,34.87674179402253,139.0
113.5412319233358,34.795225771249996,70.98
113.43148625460084,34.77265369135324,6.19
113.7629720764341,34.40999027947329,30.55
113.6141894762922,34.75545389725668,102.67
113.54267031703155,34.825854228192426,151.88
113.60744090772545,34.76398037260288,168.19
113.550212708383,34.79437350589245,19.38
113.6762284896134,34.71688224613945,88.81
113.4877367975786,34.80909449704854,174.22
113.73556625083843,34.74774306598393,4.0
113.63541830085262,34.8221907513667,58.93
113.7491634728237,34.7208639327585,57.0
113.5314360502629,34.696063256354236,20.37
113.66873279647301,34.69230461429157,229.9
113.52537083541687,34.81052454150519,112.04
113.56798578641573,34.80529073226049,59.58
113.60299033933558,34.742989066930534,90.28
113.53096790896808,34.69740581360402,51.17
113.61065325342929,34.88758146918592,4.0
113.76580356815386,34.73717935371966,20.11
113.80047142399445,34.74944893790391,11.28
113.62986935661549,34.6873397651585,5.28
113.85293293181041,34.58394529515902,202.87
113.75388143499234,34.72024425032382,47.33
113.68605470271262,34.707742182793574,91.83
113.38803523518641,34.78172501913822,184.96
113.66195755587493,34.752520508214126,20.53
113.62476325604496,34.85411355428111,37.42
113.6747366046066,34.81944311334839,53.0
114.01159124247928,34.72599140635556,4.0
113.75347559556432,34.75756100954529,12.8
114.01127033238892,34.725990437883105,4.0
113.6879946636057,34.67570575370061,10.91
113.74899836018,34.76655915459702,100.66
113.72200550482754,34.531519878666245,324.77
113.80169362646063,34.79930789177379,206.59
113.62713967762495,34.709498006015345,47.14
113.74921343623933,34.7206637529219,27.43
113.6685825153178,34.69210414381622,73.48
113.99557516839467,34.71987716594455,86.61
113.51668320162732,34.706585615323036,34.63
113.74914836140331,34.766999643235636,214.0
113.76612946602128,34.796238955862464,26.05
113.66822188515903,34.6920434103861,288.89
113.6404730058248,34.71897272466962,49.0
113.75655304682022,34.7504240625281,4.0
113.55768459742487,34.83025530916419,191.53
113.63055431269481,34.825949139098405,51.91
113.63586235462542,34.85677814172514,7.38
113.60888127284161,34.770437192793,36.22
113.66726798050995,34.86162394744176,4.0
113.78569791536947,34.78330176517845,33.4
113.52915406396939,34.7864188402964,269.33
113.74505371692314,34.429530175949864,42.82
