lng,lat,value
113.62662975602429,34.809658090403126,1
113.51770162363525,34.82248944065971,1
113.7699534781429,34.782803475792484,1
113.68798459832975,34.6752453106486,1
113.79526956708435,34.70848615807766,1
113.77017323262588,34.783153724414305,1
113.96351591836992,34.72039067383283,1
113.67139792358785,34.79260878749887,1
113.79934419560706,34.749440556905505,1
113.6375062915868,34.78232191999576,1
113.78902449607008,34.43358593756312,1
113.73979085669896,34.782591234802375,1
113.71148849325071,34.759006417612426,1
113.42674368365606,34.786241852706716,1
113.52466354081119,34.81071676866893,1
113.52559000621254,34.81053392510549,1
113.73625646249506,34.747823674900985,1
113.70443402744812,34.70946668193556,1
113.7705418130594,34.77427446347123,1
113.76304196459436,34.40956001141993,1
113.75651308886523,34.75057421206324,1
113.75360554162673,34.75768114549702,1
113.70951638854328,34.762246682133885,1
113.8159542303137,34.7906456528647,1
113.81596419974677,34.79062561469603,1
113.81596420079482,34.79063562501968,1
113.81592442262053,34.79166675885295,1
113.81597417127419,34.79062559717336,1
113.81598424970277,34.79164663306609,1
113.77816682125705,34.45352903629424,1
113.73213056115148,34.80088426096742,1
113.72201537180158,34.53016888579182,1
113.63555207830963,34.85710811398741,1
113.64315533677764,34.710308164803635,1
113.75552355639562,34.84336021353235,1
113.80609077449739,34.78487623641831,1
113.80477419380477,34.784598017539736,1
113.80456473712896,34.784588332996194,1
113.80610074924671,34.784886230883984,1
113.80477419380477,34.784598017539736,1
113.68576345828711,34.79596962185022,1
113.74501513671821,34.728329696602096,1
113.65810824992347,34.819352255431376,1
113.96535977234124,34.7213859697832,1
113.64315533781904,34.710318174398,1
113.7594029565132,34.76901260903359,1
113.4220182732619,34.785624473747504,1
113.88692143315616,34.78229304658392,1
113.77091140186623,34.77498499229324,1
113.77067833269092,34.74308306125787,1
113.76138831038115,34.740824108372685,1
113.76118849335961,34.74089421272965,1
113.76140828637038,34.74076404542539,1
113.63584232923242,34.856728063076275,1
113.76105862023378,34.74102436335842,1
113.76141828388397,34.740824102976376,1
113.76115852905946,34.740984306907926,1
113.75658302715377,34.750424062632945,1
113.86035964712264,34.559213086246075,1
113.62806169872228,34.72286178368345,1
113.7752129610364,34.75299016587634,1
113.75602318562972,34.842779610666355,1
113.71892045581691,34.60553464905509,1
113.56794587300291,34.805240742987195,1
113.81630391089472,34.797121734594334,1
113.68164988284158,34.73469995062522,1
113.66341553400717,34.70978133089925,1
113.67643886648291,34.716942706381445,1
113.61346216008116,34.78173019909752,1
113.52810236584514,34.82753469262392,1
113.56783613326947,34.80531098932605,1
113.82531184719836,34.742770288804344,1
113.61414946460607,34.755373798985325,1
113.82299879482228,34.743525304012906,1
113.44682821376952,34.76891933016582,1
113.93285538293803,34.72062700784869,1
113.62500341270452,34.85429395644634,1
113.78865210388769,34.78462991590903,1
113.52472304324341,34.71431953749362,1
113.7751630409316,34.75303024024385,1
114.31064275387251,34.82317037967992,1
113.70406074362788,34.77825419012617,1
