lng,lat,value
113.68104477469295,34.69601153158426,1
113.74248313245795,34.42248467301263,1
113.62831195481589,34.72361276000762,1
113.54258062092669,34.825884482095624,1
113.42682361165492,34.78640195348091,1
113.68778429660708,34.67561527619142,1
113.62770152581412,34.72362217087424,1
113.69429788121278,34.606536381141,1
113.6436665456961,34.715774160760205,1
113.72981097163562,34.721312064587586,1
113.70975111398702,34.70936505797104,1
113.77282962173483,34.78295204357401,1
113.84830700910064,34.78360861886685,1
113.51246009499977,34.709921399125264,1
113.69338439357733,34.68291238564907,1
113.6622580371854,34.7523408735165,1
113.72199550257126,34.53157991122066,1
113.80541271413239,34.69121505996994,1
113.78169114514205,34.83722206066728,1
113.54680477587836,34.807164621241064,1
113.65907866257021,34.80834242566029,1
113.67388308400196,34.704656049679684,1
113.71096327212031,34.42897539176317,1
113.78628681418219,34.78385171071481,1
113.62700406778717,34.75264010407862,1
113.84518997167899,34.529616915477035,1
113.71831111000368,34.71248030123019,1
113.71013964631864,34.69077803863359,1
113.77086150183554,34.77530534522783,1
113.62626637129752,34.68309226759963,1
113.75640308731538,34.749883522640154,1
113.91411150465149,34.79296613511548,1
113.57708523116335,34.8846028667829,1
113.51761197831017,34.82253975879069,1
113.7538802988578,34.70949389739076,1
113.63620261787874,34.85599772556218,1
113.6688028886993,34.69202448278814,1
113.7642236172384,34.72191493079305,1
113.65592443394924,34.72011796045976,1
113.51358529222101,34.70631458285861,1
113.73208336772035,34.733125709022346,1
113.7219855475034,34.53209027939485,1
113.89571847440978,34.79294811267901,1
113.77262991962425,34.783112327600286,1
113.67930709887644,34.84263642678915,1
113.7316530990833,34.732484691402824,1
113.73822034764368,34.68557505674125,1
113.7053875257257,34.824924865431775,1
113.81620423283304,34.797472273347786,1
113.6270841428802,34.752850389948485,1
113.78188223771772,34.75632814583293,1
113.6261162810512,34.683132167244615,1
113.76299212099558,34.41060063129881,1
113.69366582437239,34.596626966557814,1
113.52898367565041,34.77681948546494,1
113.93319578687226,34.72265936732312,1
113.91421144873934,34.79284604059661,1
113.90192176870701,34.70450782171831,1
113.6297636803594,34.82588824149046,1
113.77137572054068,34.72714702211599,1
113.8074394653337,34.71131091336705,1
113.73820035118092,34.68564510836192,1
113.8991749245105,34.70450864040889,1
113.99845169414175,34.801547889303336,1
113.66731805740888,34.86153394387436,1
113.62559007317553,34.8189468835926,1
113.79777480900964,34.81409896553399,1
113.70389041779718,34.777453090192104,1
113.62209406457315,34.874913840619215,1
113.76124844088581,34.74089420235619,1
113.5253310013672,34.810664802162194,1
113.68160416617701,34.68082839685221,1
113.70715777431246,34.70962124492558,1
113.73019134150282,34.72285392787317,1
113.59258869731278,34.74834706731032,1
113.53147588005815,34.6958329295152,1
113.64453632203782,34.79901888649571,1
113.53153569931276,34.69619310509018,1
113.77055848874939,34.743073114091004,1
113.59254872790532,34.74824698737491,1
113.91592028485469,34.78794155748963,1
113.75648303534342,34.74988352329928,1
113.48791718307109,34.81886422442126,1
113.91419147480453,34.793016210482705,1
113.761894101703,34.41977629422834,1
113.52691452021381,34.712011068184395,1
113.64200587314149,34.729054662465614,1
113.77181512722663,34.727166795910605,1
113.73023137457916,34.72296407321822,1
113.77153886508945,34.75895843482362,1
113.76602915527754,34.41208059145015,1
113.4467882984833,34.768889366189384,1
113.5425301111826,34.819477849568344,1
113.80674785857525,34.77368374907237,1
113.68640454316551,34.79580065604559,1
113.59670377159415,34.73722441392927,1
113.44876210744592,34.75296998818734,1
113.68232465746831,34.768995466442114,1
113.61315216158444,34.78187021375171,1
113.39980139461531,34.76674718293383,1
113.48743806686099,34.81051683995209,1
113.52818206040874,34.827464394136605,1
113.6260362310932,34.68313209419754,1
113.71713621966892,34.77213773728506,1
113.815624856516,34.787663157310504,1
113.44385293931647,34.754229310406764,1
113.6946183225649,34.60582636383926,1
113.6864145572048,34.79577064384876,1
113.75355556311835,34.757641099464365,1
113.62977368290576,34.82583819902038,1
113.63296006861316,34.86140966736652,1
113.71103334406229,34.42884541826022,1
113.61329216066308,34.781810209946386,1
113.78189222078319,34.756338146700934,1
113.76301216345223,34.4111909718791,1
113.64120158221526,34.69703275885178,1
113.81085852554025,34.79063438857903,1
113.74500372275122,34.42953015411491,1
113.54077322883813,34.79281443358264,1
113.69344448613163,34.682862448609846,1
113.7402008568064,34.782151038666456,1
113.64039289510985,34.71880245007727,1
113.6739436233024,34.70880012098794,1
113.69378999877661,34.82511499915405,1
113.71174160386076,34.595476227288046,1
113.68580353048101,34.79599972866609,1
113.69341443723502,34.68286239387346,1
113.77497267315815,34.74683419426184,1
113.90049240169714,34.792966223336435,1
113.62203397788683,34.87434317566235,1
113.60168059152588,34.73897517123016,1
113.64529543202073,34.87677270906679,1
113.76329166619243,34.40900962857841,1
113.71679671553102,34.685352595440754,1
113.65570410581854,34.72026772650657,1
113.56785607465802,34.80519083257547,1
113.78888163686804,34.78471974730281,1
113.66846230306308,34.69206388042307,1
113.88126561301772,34.71725355448088,1
113.99894308466862,34.80155937786386,1
113.5158863050296,34.70651791700636,1
113.56792592209167,34.80527080576085,1
113.52474320801988,34.810436246559824,1
113.53985123603212,34.74417750812809,1
113.62558007444093,34.81901694837073,1
113.68796457583544,34.675355374527875,1
113.76322195836629,34.41116090261859,1
113.61303216402627,34.781930226450896,1
113.56766625061117,34.80268852693263,1
113.39983141002728,34.76678723521751,1
113.61508591832641,34.72027965891551,1
113.76592191833775,34.8172009002646,1
113.52911422906385,34.7865791163714,1
113.96545995324935,34.721125956038364,1
113.65901857676926,34.80845243413068,1
113.89866554322042,34.70442875070319,1
113.54257065329863,34.8258744962173,1
113.73836035514454,34.68539498436717,1
113.52474320908458,34.81044625703005,1
113.78767951794505,34.741237255683885,1
113.76450349170683,34.81782201092367,1
113.75435035081341,34.712386717083575,1
113.80433536247027,34.784878986676084,1
113.6813552274537,34.790585689881205,1
113.81091841537854,34.791154825155864,1
113.6816243781589,34.77800329409473,1
